1,3,19
2,6,25
3,19,16
4,13,28
5,25,22
6,6,25
7,22,16
8,9,3
9,3,13
10,6,6
11,28,16
12,6,3
13,3,13
14,16,19
15,19,19
16,6,19
17,16,13
18,3,19
19,25,25
20,16,9
21,25,22
22,28,28
23,16,6
24,16,9
25,25,6
26,25,25
27,28,28
28,19,13
29,9,9
30,13,3
31,22,3
32,9,9
33,19,22
34,25,22
35,16,6
36,22,16
37,16,28
38,22,3
39,19,13
40,22,19
41,19,13
42,6,9
43,13,25
44,16,28
45,22,13
46,6,19
47,16,3
48,22,16
49,6,28
50,6,28
51,22,9
52,13,3
53,28,22
54,6,25
55,25,19
56,6,6
57,25,16
58,6,16
59,22,13
60,9,19
61,22,22
62,22,16
63,6,13
64,16,19
65,13,3
66,28,28
67,16,13
68,16,13
69,25,9
70,16,9
71,28,9
72,22,19
73,6,22
74,25,13
75,16,28
76,19,3
77,16,6
78,25,19
79,19,6
80,25,6
81,3,22
82,9,28
83,9,13
84,6,22
85,25,22
86,19,22
87,9,6
88,3,3
89,25,25
90,6,6
91,16,3
92,6,16
93,22,22
94,16,3
95,13,6
96,22,9
97,13,9
98,19,16
99,19,6
100,16,28
