1,16,13
2,16,26
3,16,13
4,23,16
5,20,13
6,3,23
7,3,20
8,26,16
9,23,16
10,13,26
11,16,13
12,29,20
13,7,13
14,7,23
15,29,20
16,3,10
17,3,20
18,7,26
19,26,20
20,23,26
21,3,7
22,23,20
23,7,3
24,7,20
25,13,10
26,13,20
27,26,26
28,16,20
29,26,29
30,7,20
31,13,10
32,7,26
33,3,13
34,20,10
35,16,10
36,10,3
37,26,7
38,10,26
39,29,26
40,23,20
41,13,26
42,10,26
43,10,10
44,16,29
45,3,3
46,16,13
47,3,10
48,29,10
49,7,7
50,3,3
51,13,29
52,13,13
53,29,26
54,16,26
55,23,13
56,10,3
57,16,29
58,13,10
59,20,10
60,23,29
61,13,29
62,20,26
63,20,7
64,10,13
65,3,13
66,3,20
67,26,20
68,23,26
69,16,23
70,7,23
71,23,23
72,20,23
73,3,16
74,10,7
75,29,20
76,10,29
77,13,23
78,7,7
79,10,16
80,29,13
81,7,29
82,23,26
83,7,16
84,3,23
85,7,13
86,10,29
87,3,10
88,7,10
89,7,20
90,26,29
91,7,26
92,20,20
93,29,16
94,29,20
95,7,20
96,20,13
97,29,16
98,20,16
99,10,13
100,13,3
101,26,7
102,3,13
103,20,3
104,7,7
105,20,16
106,20,23
107,13,23
108,13,26
109,20,7
110,29,26
111,13,29
112,7,29
113,20,13
114,20,23
115,3,10
116,10,13
117,29,23
118,23,29
119,13,13
120,29,10
121,13,20
122,13,23
123,23,23
124,23,7
125,7,10
126,23,29
127,13,16
128,7,16
129,20,13
130,23,3
131,3,3
132,3,13
133,10,23
134,7,13
135,3,23
136,23,7
137,23,20
138,20,16
139,3,16
140,16,29
141,23,16
142,23,23
143,13,13
144,7,3
145,10,26
146,7,10
147,16,3
148,13,16
149,20,23
150,13,13
