1,25,28
2,19,28
3,3,19
4,25,13
5,9,9
6,3,19
7,13,3
8,3,16
9,25,28
10,13,22
11,19,25
12,25,19
13,19,3
14,25,16
15,19,19
16,19,25
17,22,13
18,3,9
19,13,9
20,22,13
21,25,6
22,22,19
23,28,6
24,16,28
25,25,28
26,6,28
27,25,28
28,25,28
29,19,6
30,19,9
31,9,22
32,25,6
33,22,16
34,25,6
35,9,19
36,16,22
37,6,22
38,19,22
39,6,3
40,9,22
41,25,19
42,13,25
43,9,19
44,9,6
45,28,9
46,3,22
47,6,3
48,3,13
49,19,13
50,13,13
51,3,16
52,22,13
53,19,25
54,16,19
55,3,16
56,9,13
57,25,16
58,3,19
59,22,25
60,25,25
61,9,25
62,19,22
63,25,22
64,25,28
65,28,16
66,13,3
67,13,25
68,13,6
69,3,19
70,22,3
71,3,13
72,22,25
73,6,6
74,3,13
75,19,3
76,28,19
77,13,3
78,9,13
79,19,25
80,6,19
81,16,28
82,16,6
83,9,25
84,13,16
85,19,3
86,28,22
87,6,16
88,22,28
89,22,19
90,19,28
91,22,9
92,19,9
93,16,22
94,9,16
95,16,28
96,22,22
97,19,16
98,25,22
99,28,6
100,19,28
101,19,28
102,16,16
103,16,28
104,28,6
105,9,6
106,22,28
107,19,3
108,19,3
109,19,16
110,16,3
111,28,6
112,19,3
113,6,19
114,9,9
115,19,13
116,13,6
117,22,6
118,16,16
119,25,13
120,3,13
121,13,6
122,25,22
123,28,19
124,19,16
125,22,22
126,28,16
127,13,6
128,28,25
129,16,3
130,25,22
131,3,13
132,6,6
133,6,19
134,6,19
135,19,22
136,22,28
137,22,9
138,25,13
139,28,22
140,6,6
141,13,6
142,19,6
143,28,6
144,13,9
145,6,6
146,3,22
147,22,25
148,3,16
149,13,25
150,16,16
