1,6,9
2,5,5
3,5,9
4,9,2
5,3,2
6,7,9
7,6,1
8,6,1
9,6,5
10,5,1
11,9,2
12,6,1
13,2,6
14,3,3
15,6,4
16,4,2
17,7,2
18,5,5
19,8,4
20,1,4
21,4,2
22,8,7
23,9,6
24,6,5
25,7,7
26,9,5
27,4,2
28,9,8
29,5,1
30,8,7
31,1,4
32,2,2
33,2,6
34,2,6
35,6,7
36,7,9
37,7,3
38,8,4
39,9,7
40,2,2
41,4,2
42,6,2
43,9,2
44,4,3
45,2,2
46,1,7
47,7,8
48,1,5
49,4,8
50,5,5
51,7,3
52,6,1
53,9,9
54,5,6
55,7,7
56,3,9
57,8,2
58,5,1
59,5,8
60,7,1
61,7,5
62,9,8
63,8,3
64,4,5
65,1,6
66,1,7
67,7,2
68,2,1
69,7,1
70,4,7
71,8,4
72,9,6
73,3,5
74,1,2
75,2,9
76,3,4
77,8,3
78,9,3
79,3,2
80,3,8
81,8,8
82,8,6
83,1,2
84,2,4
85,5,2
86,9,6
87,5,9
88,5,7
89,9,9
90,8,8
91,2,4
92,3,2
93,9,7
94,7,1
95,6,8
96,7,8
97,2,7
98,4,6
99,9,9
100,1,7
