1,4,9
2,4,4
3,9,8
4,5,8
5,7,4
6,3,1
7,5,9
8,4,3
9,6,3
10,7,9
11,4,9
12,6,8
13,6,2
14,3,4
15,1,4
16,1,6
17,8,6
18,7,8
19,5,7
20,2,7
21,7,7
22,6,7
23,1,5
24,3,2
25,9,6
26,3,9
27,4,7
28,2,2
29,3,5
30,9,4
31,2,9
32,7,8
33,2,5
34,1,7
35,2,4
36,3,9
37,1,3
38,2,3
39,2,6
40,8,9
41,2,8
42,6,6
43,9,5
44,9,6
45,2,6
46,6,4
47,9,5
48,6,5
49,3,4
50,4,1
51,8,2
52,1,4
53,6,1
54,2,2
55,6,5
56,6,7
57,4,7
58,4,8
59,6,2
60,9,8
61,4,9
62,2,9
63,6,4
64,6,7
65,1,3
66,3,4
67,9,7
68,7,9
69,4,4
70,9,3
71,4,6
72,4,7
73,7,7
74,7,2
75,2,3
76,7,9
77,4,5
78,2,5
79,6,4
80,7,1
81,1,1
82,1,4
83,3,7
84,2,4
85,1,7
86,7,2
87,7,6
88,6,5
89,1,5
90,5,9
91,7,5
92,7,7
93,4,4
94,2,1
95,3,8
96,2,3
97,5,1
98,4,5
99,6,7
100,4,4
