1,8,9
2,6,9
3,1,6
4,8,4
5,3,3
6,1,6
7,4,1
8,1,5
9,8,9
10,4,7
11,6,8
12,8,6
13,6,1
14,8,5
15,6,6
16,6,8
17,7,4
18,1,3
19,4,3
20,7,4
21,8,2
22,7,6
23,9,2
24,5,9
25,8,9
26,2,9
27,8,9
28,8,9
29,6,2
30,6,3
31,3,7
32,8,2
33,7,5
34,8,2
35,3,6
36,5,7
37,2,7
38,6,7
39,2,1
40,3,7
41,8,6
42,4,8
43,3,6
44,3,2
45,9,3
46,1,7
47,2,1
48,1,4
49,6,4
50,4,4
51,1,5
52,7,4
53,6,8
54,5,6
55,1,5
56,3,4
57,8,5
58,1,6
59,7,8
60,8,8
61,3,8
62,6,7
63,8,7
64,8,9
65,9,5
66,4,1
67,4,8
68,4,2
69,1,6
70,7,1
71,1,4
72,7,8
73,2,2
74,1,4
75,6,1
76,9,6
77,4,1
78,3,4
79,6,8
80,2,6
81,5,9
82,5,2
83,3,8
84,4,5
85,6,1
86,9,7
87,2,5
88,7,9
89,7,6
90,6,9
91,7,3
92,6,3
93,5,7
94,3,5
95,5,9
96,7,7
97,6,5
98,8,7
99,9,2
100,6,9
