1,7,9
2,2,4
3,2,9
4,5,9
5,1,6
6,1,4
7,9,3
8,3,7
9,4,2
10,6,6
11,5,5
12,6,6
13,8,8
14,6,7
15,6,4
16,2,7
17,5,9
18,3,2
19,6,7
20,6,4
21,5,1
22,7,6
23,6,7
24,8,2
25,6,8
26,9,6
27,7,1
28,7,9
29,3,6
30,3,2
31,8,7
32,2,3
33,1,1
34,6,8
35,5,5
36,4,3
37,5,5
38,2,3
39,7,3
40,8,9
41,8,7
42,3,9
43,2,1
44,8,5
45,6,9
46,6,3
47,1,5
48,3,3
49,9,5
50,6,2
51,5,4
52,5,8
53,5,4
54,7,5
55,6,4
56,1,7
57,1,6
58,8,5
59,7,5
60,4,8
61,5,4
62,9,6
63,2,4
64,2,7
65,9,6
66,1,3
67,1,6
68,2,8
69,8,6
70,7,8
71,1,2
72,7,6
73,2,1
74,2,6
75,4,3
76,4,6
77,8,8
78,5,6
79,8,9
80,2,6
81,4,3
82,2,8
83,1,4
84,6,3
85,5,3
86,3,1
87,8,2
88,3,8
89,9,8
90,7,6
91,4,8
92,3,8
93,3,3
94,5,9
95,1,1
96,5,4
97,1,3
98,9,3
99,2,2
100,1,1
