1,22,10
2,19,3
3,29,29
4,16,19
5,22,22
6,10,29
7,25,6
8,16,3
9,16,25
10,22,3
11,22,16
12,29,25
13,25,10
14,13,16
15,3,19
16,3,22
17,22,6
18,6,3
19,22,3
20,13,22
21,25,13
22,29,19
23,10,16
24,3,6
25,6,29
26,10,13
27,25,10
28,29,10
29,10,6
30,10,25
31,25,25
32,25,19
33,3,6
34,6,13
35,16,6
36,29,19
37,16,29
38,16,22
39,29,29
40,25,25
41,6,13
42,10,6
43,29,22
44,22,3
45,19,25
46,22,25
47,6,22
48,13,19
49,29,29
50,3,22
51,16,3
52,10,13
53,6,29
54,16,10
55,22,29
56,6,3
57,22,10
58,19,25
59,25,10
60,16,29
61,25,19
62,10,25
63,13,13
64,3,19
65,13,6
66,10,29
67,6,29
68,6,25
69,29,16
70,6,19
71,19,19
72,13,3
73,25,6
74,10,10
75,22,19
76,29,19
77,25,13
78,25,22
79,6,16
80,3,3
81,22,13
82,29,16
83,22,3
84,19,3
85,22,29
86,16,22
87,10,25
88,19,19
89,10,25
90,16,22
91,13,3
92,16,19
93,13,13
94,3,10
95,19,25
96,13,29
97,13,16
98,25,13
99,22,10
100,19,16
101,19,3
102,13,10
103,29,25
104,29,19
105,19,3
106,13,10
107,16,3
108,25,10
109,25,29
110,19,6
111,10,19
112,25,10
113,10,22
114,25,10
115,6,16
116,29,19
117,3,19
118,10,6
119,6,10
120,16,29
121,3,3
122,13,10
123,16,16
124,13,29
125,19,10
126,16,13
127,29,16
128,25,25
129,25,19
130,25,10
131,29,10
132,29,22
133,6,22
134,16,6
135,3,3
136,16,25
137,6,3
138,6,25
139,25,25
140,19,10
141,25,29
142,25,10
143,16,3
144,3,3
145,13,22
146,13,6
147,10,6
148,22,6
149,3,16
150,13,25
