1,7,30
2,7,3
3,7,27
4,10,20
5,13,17
6,20,27
7,30,30
8,3,7
9,20,27
10,27,27
11,13,17
12,23,17
13,10,30
14,30,23
15,20,10
16,7,7
17,20,17
18,13,10
19,17,23
20,30,23
21,30,10
22,17,10
23,30,17
24,10,17
25,20,13
26,13,7
27,10,7
28,30,23
29,27,20
30,23,10
31,23,3
32,23,27
33,13,3
34,17,3
35,27,20
36,17,20
37,20,23
38,20,23
39,23,27
40,7,13
41,13,3
42,17,10
43,3,10
44,30,17
45,20,3
46,13,30
47,27,13
48,10,10
49,7,3
50,7,10
51,27,20
52,3,10
53,7,7
54,20,7
55,20,3
56,17,23
57,13,3
58,10,23
59,27,20
60,27,30
61,20,20
62,20,20
63,7,30
64,10,3
65,10,10
66,13,27
67,10,30
68,13,23
69,7,3
70,20,13
71,13,23
72,30,10
73,30,13
74,30,20
75,7,10
76,13,17
77,10,7
78,3,3
79,23,27
80,23,27
81,3,17
82,20,30
83,10,20
84,23,27
85,30,27
86,20,10
87,27,7
88,17,23
89,13,30
90,3,13
91,3,23
92,10,7
93,10,7
94,27,23
95,3,17
96,3,20
97,30,20
98,27,13
99,13,13
100,20,27
101,30,10
102,3,20
103,3,20
104,13,30
105,20,7
106,13,13
107,20,27
108,3,3
109,13,10
110,10,27
111,27,10
112,7,20
113,17,30
114,13,13
115,13,13
116,20,27
117,13,13
118,30,17
119,13,20
120,23,3
121,7,7
122,3,10
123,17,20
124,10,3
125,20,7
126,10,27
127,13,30
128,7,3
129,17,10
130,3,20
131,23,3
132,30,13
133,30,17
134,10,10
135,17,10
136,13,23
137,27,13
138,13,23
139,23,3
140,3,23
141,27,20
142,13,17
143,3,13
144,7,13
145,30,10
146,10,7
147,13,7
148,10,7
149,7,13
150,3,17
