1,1,6
2,2,8
3,6,5
4,4,9
5,8,7
6,2,8
7,7,5
8,3,1
9,1,4
10,2,2
11,9,5
12,2,1
13,1,4
14,5,6
15,6,6
16,2,6
17,5,4
18,1,6
19,8,8
20,5,3
21,8,7
22,9,9
23,5,2
24,5,3
25,8,2
26,8,8
27,9,9
28,6,4
29,3,3
30,4,1
31,7,1
32,3,3
33,6,7
34,8,7
35,5,2
36,7,5
37,5,9
38,7,1
39,6,4
40,7,6
41,6,4
42,2,3
43,4,8
44,5,9
45,7,4
46,2,6
47,5,1
48,7,5
49,2,9
50,2,9
51,7,3
52,4,1
53,9,7
54,2,8
55,8,6
56,2,2
57,8,5
58,2,5
59,7,4
60,3,6
61,7,7
62,7,5
63,2,4
64,5,6
65,4,1
66,9,9
67,5,4
68,5,4
69,8,3
70,5,3
71,9,3
72,7,6
73,2,7
74,8,4
75,5,9
76,6,1
77,5,2
78,8,6
79,6,2
80,8,2
81,1,7
82,3,9
83,3,4
84,2,7
85,8,7
86,6,7
87,3,2
88,1,1
89,8,8
90,2,2
91,5,1
92,2,5
93,7,7
94,5,1
95,4,2
96,7,3
97,4,3
98,6,5
99,6,2
100,5,9
