1,13,28
2,13,13
3,28,25
4,16,25
5,22,13
6,9,3
7,16,28
8,13,9
9,19,9
10,22,28
11,13,28
12,19,25
13,19,6
14,9,13
15,3,13
16,3,19
17,25,19
18,22,25
19,16,22
20,6,22
21,22,22
22,19,22
23,3,16
24,9,6
25,28,19
26,9,28
27,13,22
28,6,6
29,9,16
30,28,13
31,6,28
32,22,25
33,6,16
34,3,22
35,6,13
36,9,28
37,3,9
38,6,9
39,6,19
40,25,28
41,6,25
42,19,19
43,28,16
44,28,19
45,6,19
46,19,13
47,28,16
48,19,16
49,9,13
50,13,3
51,25,6
52,3,13
53,19,3
54,6,6
55,19,16
56,19,22
57,13,22
58,13,25
59,19,6
60,28,25
61,13,28
62,6,28
63,19,13
64,19,22
65,3,9
66,9,13
67,28,22
68,22,28
69,13,13
70,28,9
71,13,19
72,13,22
73,22,22
74,22,6
75,6,9
76,22,28
77,13,16
78,6,16
79,19,13
80,22,3
81,3,3
82,3,13
83,9,22
84,6,13
85,3,22
86,22,6
87,22,19
88,19,16
89,3,16
90,16,28
91,22,16
92,22,22
93,13,13
94,6,3
95,9,25
96,6,9
97,16,3
98,13,16
99,19,22
100,13,13
