1,22,28
2,6,12
3,6,28
4,16,28
5,3,19
6,3,12
7,28,9
8,9,22
9,12,6
10,19,19
11,16,16
12,19,19
13,25,25
14,19,22
15,19,12
16,6,22
17,16,28
18,9,6
19,19,22
20,19,12
21,16,3
22,22,19
23,19,22
24,25,6
25,19,25
26,28,19
27,22,3
28,22,28
29,9,19
30,9,6
31,25,22
32,6,9
33,3,3
34,19,25
35,16,16
36,12,9
37,16,16
38,6,9
39,22,9
40,25,28
41,25,22
42,9,28
43,6,3
44,25,16
45,19,28
46,19,9
47,3,16
48,9,9
49,28,16
50,19,6
51,16,12
52,16,25
53,16,12
54,22,16
55,19,12
56,3,22
57,3,19
58,25,16
59,22,16
60,12,25
61,16,12
62,28,19
63,6,12
64,6,22
65,28,19
66,3,9
67,3,19
68,6,25
69,25,19
70,22,25
71,3,6
72,22,19
73,6,3
74,6,19
75,12,9
76,12,19
77,25,25
78,16,19
79,25,28
80,6,19
81,12,9
82,6,25
83,3,12
84,19,9
85,16,9
86,9,3
87,25,6
88,9,25
89,28,25
90,22,19
91,12,25
92,9,25
93,9,9
94,16,28
95,3,3
96,16,12
97,3,9
98,28,9
99,6,6
100,3,3
